資料基準年度,產業別,市場,臺灣對該市場出口額USD千美元,臺灣對該市場出口額排名,市場成長率%,市場占比%
110,紙漿；紙及其製品；印刷品,秘魯,3364,34,24.09,0.16
110,紙漿；紙及其製品；印刷品,以色列,3259,35,8.79,0.15
110,紙漿；紙及其製品；印刷品,斐濟,3105,36,80.98,0.15
110,紙漿；紙及其製品；印刷品,土耳其,2633,37,-48.1,0.12
110,紙漿；紙及其製品；印刷品,保加利亞,2371,38,39.2,0.11
110,紙漿；紙及其製品；印刷品,瑞典,2273,39,11.64,0.11
110,紙漿；紙及其製品；印刷品,薩爾瓦多,2249,40,57.18,0.11
110,紙漿；紙及其製品；印刷品,汶萊,2058,41,89.51,0.1
110,紙漿；紙及其製品；印刷品,奧地利,1865,42,39.44,0.09
110,紙漿；紙及其製品；印刷品,俄羅斯,1809,43,-18.77,0.08
110,紙漿；紙及其製品；印刷品,奈及利亞,1754,44,-4.47,0.08
110,紙漿；紙及其製品；印刷品,巴基斯坦,1634,45,-37.51,0.08
110,紙漿；紙及其製品；印刷品,羅馬尼亞,1619,46,56.67,0.08
110,紙漿；紙及其製品；印刷品,肯亞,1420,47,-27.12,0.07
110,紙漿；紙及其製品；印刷品,智利,1391,48,-78.58,0.07
110,紙漿；紙及其製品；印刷品,賴索托,1339,49,75.56,0.06
110,紙漿；紙及其製品；印刷品,多明尼加,1024,50,102.06,0.05
110,紙漿；紙及其製品；印刷品,塞席爾,993,51,2.93,0.05
110,紙漿；紙及其製品；印刷品,關島,993,52,5.08,0.05
110,紙漿；紙及其製品；印刷品,哥斯大黎加,929,53,-0.08,0.04
110,紙漿；紙及其製品；印刷品,厄瓜多,908,54,59.85,0.04
110,紙漿；紙及其製品；印刷品,波蘭,896,55,-8.66,0.04
110,紙漿；紙及其製品；印刷品,比利時,881,56,-22.87,0.04
110,紙漿；紙及其製品；印刷品,瓜地馬拉,784,57,-15.22,0.04
110,紙漿；紙及其製品；印刷品,丹麥,760,58,-6.14,0.04
110,紙漿；紙及其製品；印刷品,愛爾蘭,722,59,-50.7,0.03
110,紙漿；紙及其製品；印刷品,莫三比克,678,60,-47.12,0.03
110,紙漿；紙及其製品；印刷品,葡萄牙,630,61,-11.44,0.03
110,紙漿；紙及其製品；印刷品,尼加拉瓜,624,62,3.79,0.03
110,紙漿；紙及其製品；印刷品,海地,611,63,97.53,0.03
110,紙漿；紙及其製品；印刷品,尼泊爾,610,64,4.94,0.03
110,紙漿；紙及其製品；印刷品,匈牙利,546,65,16.12,0.03
110,紙漿；紙及其製品；印刷品,迦納,533,66,-15.69,0.03
110,紙漿；紙及其製品；印刷品,宏都拉斯,522,67,-34.86,0.02
110,紙漿；紙及其製品；印刷品,哥倫比亞,517,68,-79.26,0.02
110,紙漿；紙及其製品；印刷品,喀麥隆,514,69,-21.09,0.02
110,紙漿；紙及其製品；印刷品,巴拿馬,514,70,-57.88,0.02
110,紙漿；紙及其製品；印刷品,波多黎各,458,71,124.64,0.02
110,紙漿；紙及其製品；印刷品,其他國家,443,72,177.51,0.02
110,紙漿；紙及其製品；印刷品,立陶宛,423,73,-16.75,0.02
110,紙漿；紙及其製品；印刷品,馬紹爾群島,400,74,41.39,0.02
110,紙漿；紙及其製品；印刷品,澳門,400,75,-16.43,0.02
110,紙漿；紙及其製品；印刷品,吉布地,380,76,-45.67,0.02
110,紙漿；紙及其製品；印刷品,捷克,379,77,110.89,0.02
110,紙漿；紙及其製品；印刷品,巴拉圭,326,78,108.94,0.02
110,紙漿；紙及其製品；印刷品,坦尚尼亞,325,79,53.49,0.02
110,紙漿；紙及其製品；印刷品,模里西斯,309,80,-45.33,0.01
110,紙漿；紙及其製品；印刷品,巴布亞紐幾內亞,294,81,8.87,0.01
110,紙漿；紙及其製品；印刷品,伊朗,279,82,9.32,0.01
110,紙漿；紙及其製品；印刷品,卡達,275,83,62.18,0.01
110,紙漿；紙及其製品；印刷品,科威特,269,84,-18.56,0.01
110,紙漿；紙及其製品；印刷品,馬達加斯加,266,85,-56.55,0.01
110,紙漿；紙及其製品；印刷品,史瓦帝尼,252,86,-0.98,0.01
110,紙漿；紙及其製品；印刷品,挪威,250,87,69.63,0.01
110,紙漿；紙及其製品；印刷品,瑞士,248,88,-11.99,0.01
110,紙漿；紙及其製品；印刷品,葉門,241,89,237.03,0.01
110,紙漿；紙及其製品；印刷品,蘇利南,235,90,-39.7,0.01
110,紙漿；紙及其製品；印刷品,芬蘭,232,91,-9.76,0.01
110,紙漿；紙及其製品；印刷品,貝南,224,92,-14.45,0.01
110,紙漿；紙及其製品；印刷品,烏克蘭,217,93,169.47,0.01
110,紙漿；紙及其製品；印刷品,幾內亞,180,94,-41.33,0.01
110,紙漿；紙及其製品；印刷品,希臘,170,95,-22.24,0.01
110,紙漿；紙及其製品；印刷品,帛琉,169,96,-25.81,0.01
110,紙漿；紙及其製品；印刷品,愛沙尼亞,158,97,-22.84,0.01
110,紙漿；紙及其製品；印刷品,突尼西亞,157,98,49.94,0.01
110,紙漿；紙及其製品；印刷品,玻利維亞,157,99,224.94,0.01
110,紙漿；紙及其製品；印刷品,巴林,156,100,-60.39,0.01
110,紙漿；紙及其製品；印刷品,拉脫維亞,155,101,10.32,0.01
110,紙漿；紙及其製品；印刷品,烏拉圭,145,102,-6.98,0.01
110,紙漿；紙及其製品；印刷品,克羅埃西亞,143,103,12147.79,0.01
110,紙漿；紙及其製品；印刷品,留尼旺,118,104,50.42,0.01
110,紙漿；紙及其製品；印刷品,多哥,113,105,59.4,0.01
110,紙漿；紙及其製品；印刷品,利比亞,89,106,26.18,0
110,紙漿；紙及其製品；印刷品,阿曼,87,107,-31.58,0
110,紙漿；紙及其製品；印刷品,斯洛維尼亞,84,108,85.16,0
110,紙漿；紙及其製品；印刷品,伊拉克,79,109,-49.56,0
110,紙漿；紙及其製品；印刷品,黎巴嫩,64,110,-39.28,0
110,紙漿；紙及其製品；印刷品,千里達及托巴哥,55,111,-70.09,0
110,紙漿；紙及其製品；印刷品,牙買加,55,112,-53.53,0
110,紙漿；紙及其製品；印刷品,蓋亞那,52,113,80.81,0
110,紙漿；紙及其製品；印刷品,斯洛伐克,50,114,20.96,0
110,紙漿；紙及其製品；印刷品,象牙海岸,50,115,-27.74,0
110,紙漿；紙及其製品；印刷品,委內瑞拉,49,116,197.39,0
110,紙漿；紙及其製品；印刷品,開曼群島,47,117,-,0
110,紙漿；紙及其製品；印刷品,東加,42,118,170.27,0
110,紙漿；紙及其製品；印刷品,蒙古,30,119,-46.8,0
110,紙漿；紙及其製品；印刷品,塞內加爾,30,120,-22.15,0
110,紙漿；紙及其製品；印刷品,白俄羅斯,28,121,317.28,0
110,紙漿；紙及其製品；印刷品,蘇丹,27,122,45.83,0
110,紙漿；紙及其製品；印刷品,賽普勒斯,23,123,-54.39,0
110,紙漿；紙及其製品；印刷品,烏干達,22,124,-18.8,0
110,紙漿；紙及其製品；印刷品,波士尼亞及赫塞哥維納,17,125,-25.69,0
110,紙漿；紙及其製品；印刷品,阿爾巴尼亞,16,126,-,0
110,紙漿；紙及其製品；印刷品,寮國,15,127,152.12,0
110,紙漿；紙及其製品；印刷品,盧森堡,14,128,603.8,0
110,紙漿；紙及其製品；印刷品,百慕達,14,129,7.57,0
110,紙漿；紙及其製品；印刷品,摩洛哥,12,130,4.41,0
110,紙漿；紙及其製品；印刷品,法屬玻里尼西亞,12,131,-34.08,0
110,紙漿；紙及其製品；印刷品,哈薩克,11,132,147.26,0
110,紙漿；紙及其製品；印刷品,密克羅尼西亞,11,133,90.9,0
110,紙漿；紙及其製品；印刷品,衣索比亞,11,134,-87.03,0
110,紙漿；紙及其製品；印刷品,阿爾及利亞,9,135,-81.71,0
110,紙漿；紙及其製品；印刷品,馬爾地夫,9,136,-72.58,0
110,紙漿；紙及其製品；印刷品,摩納哥,8,137,9.47,0
110,紙漿；紙及其製品；印刷品,貝里斯,8,138,33.99,0
110,紙漿；紙及其製品；印刷品,喬治亞,8,139,-27.17,0
110,紙漿；紙及其製品；印刷品,美屬維京群島,7,140,-,0
110,紙漿；紙及其製品；印刷品,加彭,7,141,-,0
110,紙漿；紙及其製品；印刷品,薩摩亞,6,142,-37.1,0
110,紙漿；紙及其製品；印刷品,索羅門群島,5,143,-11.67,0
110,紙漿；紙及其製品；印刷品,馬爾他,4,144,-23.37,0
110,紙漿；紙及其製品；印刷品,聖露西亞,4,145,-53.82,0
110,紙漿；紙及其製品；印刷品,烏茲別克,4,146,-,0
110,紙漿；紙及其製品；印刷品,馬拉威,3,147,676.21,0
110,紙漿；紙及其製品；印刷品,諾魯,3,148,-,0
110,紙漿；紙及其製品；印刷品,聖文森及格瑞納丁,3,149,685.56,0
110,紙漿；紙及其製品；印刷品,塞爾維亞,3,150,-37.78,0
110,紙漿；紙及其製品；印刷品,布吉納法索,2,151,-81.33,0
110,紙漿；紙及其製品；印刷品,紐喀里多尼亞,2,152,-83.35,0
110,紙漿；紙及其製品；印刷品,北馬里亞納群島,1,153,-67.63,0
110,紙漿；紙及其製品；印刷品,荷屬聖馬丁,1,154,-,0
110,紙漿；紙及其製品；印刷品,辛巴威,1,155,51.34,0
110,紙漿；紙及其製品；印刷品,古拉索,0,156,-,0
110,紙漿；紙及其製品；印刷品,蒙特內哥羅,0,157,-,0
110,紙漿；紙及其製品；印刷品,吉里巴斯,0,158,-47.34,0
110,紙漿；紙及其製品；印刷品,尚比亞,0,159,-96.81,0
110,紙漿；紙及其製品；印刷品,吐瓦魯,0,160,323.37,0
110,紙漿；紙及其製品；印刷品,剛果,0,161,-,0
110,紙漿；紙及其製品；印刷品,冰島,0,162,-98.3,0
110,紙漿；紙及其製品；印刷品,托克勞,0,162,-,0
110,紙漿；紙及其製品；印刷品,維德角,0,163,-,0
110,礦產品,其他國家,2060509,1,176.41,16.99
110,礦產品,中國大陸,1949549,2,64.02,16.07
110,礦產品,新加坡,1802679,3,153.63,14.86
110,礦產品,馬來西亞,1621592,4,206.94,13.37
110,礦產品,南韓,976600,5,-5.66,8.05
110,礦產品,澳大利亞,943880,6,71.75,7.78
110,礦產品,菲律賓,469281,7,-43.33,3.87
110,礦產品,日本,386497,8,24.57,3.19
110,礦產品,香港,283503,9,-39.28,2.34
110,礦產品,美國,262487,10,117.32,2.16
110,礦產品,奈及利亞,219503,11,795188.38,1.81
110,礦產品,印尼,158723,12,200.96,1.31
110,礦產品,阿拉伯聯合大公國,149480,13,-13.42,1.23
110,礦產品,多哥,125085,14,1379976.36,1.03
110,礦產品,印度,123268,15,112.12,1.02
110,礦產品,伊拉克,122887,16,-,1.01
110,礦產品,越南,105537,17,-21.07,0.87
110,礦產品,馬紹爾群島,75227,18,2260.83,0.62
110,礦產品,比利時,70720,19,6143.71,0.58
110,礦產品,荷蘭,52110,20,17.69,0.43
110,礦產品,泰國,41159,21,21.77,0.34
110,礦產品,瓜地馬拉,26176,22,3755.8,0.22
110,礦產品,墨西哥,14899,23,62.67,0.12
110,礦產品,諾魯,14819,24,-73.49,0.12
110,礦產品,東帝汶,13395,25,43.19,0.11
110,礦產品,義大利,7932,26,110.73,0.07
110,礦產品,德國,6265,27,121.18,0.05
110,礦產品,關島,5996,28,19.68,0.05
110,礦產品,模里西斯,5082,29,-42.69,0.04
110,礦產品,南非,4865,30,490.96,0.04
110,礦產品,加拿大,4508,31,60.46,0.04
110,礦產品,斯里蘭卡,3456,32,-83.26,0.03
110,礦產品,巴布亞紐幾內亞,3438,33,-50.26,0.03
110,礦產品,巴基斯坦,2643,34,-5.84,0.02
110,礦產品,迦納,2484,35,12.43,0.02
110,礦產品,孟加拉,2046,36,-17.82,0.02
110,礦產品,馬達加斯加,2011,37,-62.62,0.02
110,礦產品,波蘭,1878,38,38522.32,0.02
110,礦產品,沙烏地阿拉伯,1611,39,4.16,0.01
110,礦產品,土耳其,1462,40,-38.99,0.01
110,礦產品,柬埔寨,1092,41,-14.42,0.01
110,礦產品,北馬里亞納群島,538,42,-1.85,0
110,礦產品,坦尚尼亞,337,43,-16.04,0
110,礦產品,緬甸,337,44,-6.5,0
110,礦產品,烏克蘭,332,45,-12.92,0
110,礦產品,巴西,261,46,-94,0
110,礦產品,哥倫比亞,216,47,210.55,0
110,礦產品,密克羅尼西亞,187,48,-24.07,0
110,礦產品,肯亞,169,49,82.22,0
110,礦產品,丹麥,169,50,-29.16,0
110,礦產品,多明尼加,134,51,-82.59,0
110,礦產品,阿根廷,131,52,-51.99,0
110,礦產品,索羅門群島,119,53,-19.28,0
110,礦產品,莫三比克,119,54,-63.48,0
110,礦產品,俄羅斯,117,55,695.84,0
110,礦產品,汶萊,99,56,-99.77,0
110,礦產品,智利,98,57,-94.5,0
110,礦產品,巴拿馬,91,58,-92.87,0
110,礦產品,澳門,78,59,-50.71,0
110,礦產品,葡萄牙,75,60,118.61,0
110,礦產品,紐西蘭,74,61,438.5,0
110,礦產品,法國,70,62,99.86,0
110,礦產品,薩爾瓦多,63,63,-5.97,0
110,礦產品,英國,60,64,-99.47,0
110,礦產品,蘇利南,54,65,-48.45,0
110,礦產品,納米比亞,42,66,20711.6,0
110,礦產品,瑞士,33,67,41.21,0
110,礦產品,帛琉,32,68,-51.8,0
110,礦產品,芬蘭,30,69,378.58,0
110,礦產品,奧地利,27,70,15.13,0
110,礦產品,約旦,25,71,-21.23,0
110,礦產品,法屬玻里尼西亞,20,72,-73.38,0
110,礦產品,衣索比亞,19,73,495.96,0
110,礦產品,千里達及托巴哥,19,74,-53.76,0
110,礦產品,厄瓜多,18,75,-99.86,0
110,礦產品,以色列,17,76,-64.41,0
110,礦產品,秘魯,16,77,-99.75,0
110,礦產品,賴索托,16,78,-43.94,0
110,礦產品,斐濟,15,79,-59.75,0
110,礦產品,吉布地,15,80,-63.78,0
110,礦產品,紐喀里多尼亞,14,81,58.99,0
110,礦產品,羅馬尼亞,12,82,78.5,0
110,礦產品,拉脫維亞,11,83,-,0
110,礦產品,巴林,11,84,106.18,0
110,礦產品,聖克里斯多福,9,85,1.06,0
110,礦產品,斯洛維尼亞,8,86,76.17,0
110,礦產品,埃及,8,87,65.98,0
110,礦產品,幾內亞,8,88,7787.48,0
110,礦產品,希臘,6,89,174.95,0
110,礦產品,薩摩亞,6,90,-81.86,0
110,礦產品,伊朗,4,91,-,0
110,礦產品,留尼旺,4,92,-,0
110,礦產品,尼泊爾,4,93,-,0
110,礦產品,美屬薩摩亞,3,94,-70.55,0
110,礦產品,尼加拉瓜,3,95,-29.11,0
110,礦產品,西班牙,2,96,-86.92,0
110,礦產品,捷克,2,97,-8.1,0
110,礦產品,巴拉圭,1,98,58.68,0
110,礦產品,挪威,1,99,-47.93,0
110,礦產品,吉里巴斯,1,100,-99.96,0
110,礦產品,立陶宛,1,101,-,0
110,礦產品,烏茲別克,0,102,-,0
110,礦產品,哈薩克,0,103,-,0
110,礦產品,馬爾他,0,104,1.93,0
110,礦產品,宏都拉斯,0,105,-,0
110,礦產品,瑞典,0,106,5.84,0
110,礦產品,塞內加爾,0,107,-99.93,0
110,珠寶及貴金屬製品,香港,1072749,1,-43.77,40.79
110,珠寶及貴金屬製品,日本,448091,2,34.61,17.04
110,珠寶及貴金屬製品,新加坡,251763,3,93.41,9.57
110,珠寶及貴金屬製品,德國,214958,4,116.92,8.17
110,珠寶及貴金屬製品,美國,181514,5,-4.51,6.9
110,珠寶及貴金屬製品,比利時,98307,6,3.3,3.74
110,珠寶及貴金屬製品,馬來西亞,71096,7,20.07,2.7
110,珠寶及貴金屬製品,加拿大,67201,8,46.02,2.56
110,珠寶及貴金屬製品,瑞士,59675,9,33.69,2.27
110,珠寶及貴金屬製品,泰國,41767,10,25.17,1.59
110,珠寶及貴金屬製品,英國,36991,11,4.62,1.41
110,珠寶及貴金屬製品,中國大陸,30829,12,-1.38,1.17
110,珠寶及貴金屬製品,菲律賓,12472,13,154.59,0.47
110,珠寶及貴金屬製品,南韓,9975,14,8.57,0.38
110,珠寶及貴金屬製品,法國,7571,15,203.22,0.29
110,珠寶及貴金屬製品,越南,4593,16,63.35,0.17
110,珠寶及貴金屬製品,阿拉伯聯合大公國,4239,17,297.3,0.16
110,珠寶及貴金屬製品,巴西,3279,18,154.85,0.12
110,珠寶及貴金屬製品,澳大利亞,2113,19,93.68,0.08
110,珠寶及貴金屬製品,愛爾蘭,1711,20,529.03,0.07
110,珠寶及貴金屬製品,荷蘭,1527,21,193.54,0.06
110,珠寶及貴金屬製品,義大利,1413,22,40.91,0.05
110,珠寶及貴金屬製品,西班牙,882,23,-65.03,0.03
110,珠寶及貴金屬製品,南非,871,24,782.5,0.03
110,珠寶及貴金屬製品,印尼,634,25,1935.64,0.02
110,珠寶及貴金屬製品,澳門,626,26,-5.1,0.02
110,珠寶及貴金屬製品,波多黎各,510,27,-4.29,0.02
110,珠寶及貴金屬製品,柬埔寨,446,28,-10.38,0.02
110,珠寶及貴金屬製品,以色列,345,29,662.15,0.01
110,珠寶及貴金屬製品,印度,303,30,711.44,0.01
110,珠寶及貴金屬製品,墨西哥,250,31,116.22,0.01
110,珠寶及貴金屬製品,其他國家,130,32,-76.13,0
110,珠寶及貴金屬製品,紐西蘭,106,33,62.49,0
110,珠寶及貴金屬製品,沙烏地阿拉伯,103,34,349.7,0
110,珠寶及貴金屬製品,瑞典,100,35,109.23,0
110,珠寶及貴金屬製品,丹麥,77,36,-78.02,0
110,珠寶及貴金屬製品,土耳其,73,37,251.34,0
110,珠寶及貴金屬製品,留尼旺,73,38,-,0
110,珠寶及貴金屬製品,克羅埃西亞,29,39,173.98,0
110,珠寶及貴金屬製品,厄瓜多,26,40,110.31,0
110,珠寶及貴金屬製品,多明尼加,25,41,217.58,0
110,珠寶及貴金屬製品,葡萄牙,19,42,-,0
110,珠寶及貴金屬製品,烏茲別克,18,43,-,0
110,珠寶及貴金屬製品,捷克,18,44,401.36,0
110,珠寶及貴金屬製品,奧地利,16,45,-86.86,0
110,珠寶及貴金屬製品,俄羅斯,14,46,-58.28,0
110,珠寶及貴金屬製品,緬甸,13,47,292.55,0
110,珠寶及貴金屬製品,列支敦斯登,11,48,-,0
110,珠寶及貴金屬製品,科威特,9,49,27.72,0
110,珠寶及貴金屬製品,芬蘭,8,50,-21.11,0
110,珠寶及貴金屬製品,賽普勒斯,7,51,267.73,0
110,珠寶及貴金屬製品,卡達,6,52,-,0
110,珠寶及貴金屬製品,波蘭,5,53,10.5,0
110,珠寶及貴金屬製品,黎巴嫩,5,54,84.12,0
110,珠寶及貴金屬製品,斯里蘭卡,5,55,-,0
110,珠寶及貴金屬製品,阿魯巴,4,56,-73.05,0
110,珠寶及貴金屬製品,北馬里亞納群島,4,57,-,0
110,珠寶及貴金屬製品,智利,4,58,-,0
110,珠寶及貴金屬製品,羅馬尼亞,3,59,8.5,0
110,珠寶及貴金屬製品,關島,3,60,-,0
110,珠寶及貴金屬製品,哥斯大黎加,3,61,-,0
110,珠寶及貴金屬製品,摩納哥,3,62,-76.83,0
110,珠寶及貴金屬製品,挪威,2,63,-38.3,0
110,珠寶及貴金屬製品,古拉索,2,64,-47.16,0
110,珠寶及貴金屬製品,喬治亞,1,65,-,0
110,珠寶及貴金屬製品,希臘,1,66,-,0
110,珠寶及貴金屬製品,保加利亞,0,67,-,0
110,珠寶及貴金屬製品,馬爾他,0,68,54.43,0
110,珠寶及貴金屬製品,塞爾維亞,0,69,-,0
110,珠寶及貴金屬製品,瓜地馬拉,0,70,-,0
110,珠寶及貴金屬製品,聖露西亞,0,71,-,0
110,珠寶及貴金屬製品,巴拿馬,0,72,-99.59,0
110,活動物；動物產品,日本,430834,1,-1.22,23.59
110,活動物；動物產品,中國大陸,374057,2,39.46,20.48
110,活動物；動物產品,泰國,215094,3,16.79,11.78
110,活動物；動物產品,美國,167808,4,31.49,9.19
110,活動物；動物產品,越南,95731,5,2.72,5.24
110,活動物；動物產品,南韓,94333,6,3,5.17
110,活動物；動物產品,香港,61048,7,7.94,3.34
110,活動物；動物產品,模里西斯,46433,8,-23.09,2.54
110,活動物；動物產品,澳大利亞,38630,9,22.85,2.12
110,活動物；動物產品,厄瓜多,24484,10,993.1,1.34
110,活動物；動物產品,菲律賓,24325,11,-2.72,1.33
110,活動物；動物產品,南非,24205,12,8.27,1.33
110,活動物；動物產品,巴布亞紐幾內亞,23834,13,192.01,1.3
110,活動物；動物產品,加拿大,18561,14,13.96,1.02
110,活動物；動物產品,美屬薩摩亞,18177,15,0.29,1
110,活動物；動物產品,墨西哥,15984,16,22067.3,0.88
110,活動物；動物產品,馬來西亞,15210,17,180.32,0.83
110,活動物；動物產品,西班牙,14762,18,347.92,0.81
110,活動物；動物產品,索羅門群島,10577,19,18.65,0.58
110,活動物；動物產品,新加坡,10471,20,24.1,0.57
110,活動物；動物產品,烏拉圭,10359,21,-34.18,0.57
110,活動物；動物產品,巴西,9779,22,47.92,0.54
110,活動物；動物產品,斐濟,9548,23,-20.12,0.52
110,活動物；動物產品,阿拉伯聯合大公國,7440,24,10.53,0.41
110,活動物；動物產品,沙烏地阿拉伯,6004,25,-41,0.33
110,活動物；動物產品,希臘,5640,26,108.44,0.31
110,活動物；動物產品,印尼,5311,27,-62.73,0.29
110,活動物；動物產品,德國,5145,28,38.47,0.28
110,活動物；動物產品,千里達及托巴哥,3750,29,-34.51,0.21
110,活動物；動物產品,緬甸,3687,30,-58.96,0.2
110,活動物；動物產品,孟加拉,3158,31,178.54,0.17
110,活動物；動物產品,科威特,2827,32,-2.38,0.15
110,活動物；動物產品,哥倫比亞,2365,33,-34.2,0.13
110,活動物；動物產品,關島,2312,34,6.8,0.13
110,活動物；動物產品,馬紹爾群島,1699,35,-68.9,0.09
110,活動物；動物產品,英國,1488,36,62.44,0.08
110,活動物；動物產品,卡達,1371,37,82.13,0.08
110,活動物；動物產品,義大利,1336,38,77.09,0.07
110,活動物；動物產品,挪威,1277,39,61.68,0.07
110,活動物；動物產品,俄羅斯,1215,40,-8.26,0.07
110,活動物；動物產品,東加,1079,41,-58.53,0.06
110,活動物；動物產品,巴林,1016,42,-42.69,0.06
110,活動物；動物產品,蘇利南,969,43,1531.11,0.05
110,活動物；動物產品,紐西蘭,951,44,6.37,0.05
110,活動物；動物產品,坦尚尼亞,895,45,351.99,0.05
110,活動物；動物產品,密克羅尼西亞,806,46,-44.66,0.04
110,活動物；動物產品,波多黎各,790,47,-10.23,0.04
110,活動物；動物產品,北馬里亞納群島,706,48,48.99,0.04
110,活動物；動物產品,埃及,692,49,-4.51,0.04
110,活動物；動物產品,荷蘭,547,50,33.68,0.03
110,活動物；動物產品,波蘭,510,51,-54.69,0.03
110,活動物；動物產品,莫三比克,481,52,-16.78,0.03
110,活動物；動物產品,馬爾他,443,53,-,0.02
110,活動物；動物產品,帛琉,421,54,-85.7,0.02
110,活動物；動物產品,烏克蘭,414,55,-58.02,0.02
110,活動物；動物產品,斯里蘭卡,388,56,-81.37,0.02
110,活動物；動物產品,其他國家,386,57,315.46,0.02
110,活動物；動物產品,哥斯大黎加,372,58,215.49,0.02
110,活動物；動物產品,百慕達,362,59,-5.43,0.02
110,活動物；動物產品,納米比亞,353,60,-80.96,0.02
110,活動物；動物產品,澳門,260,61,-94.82,0.01
110,活動物；動物產品,汶萊,260,62,40.17,0.01
110,活動物；動物產品,黎巴嫩,233,63,74.86,0.01
110,活動物；動物產品,委內瑞拉,216,64,449.17,0.01
110,活動物；動物產品,巴貝多,215,65,-45.26,0.01
110,活動物；動物產品,比利時,205,66,133.44,0.01
110,活動物；動物產品,阿曼,203,67,-,0.01
110,活動物；動物產品,瑞典,184,68,3.31,0.01
110,活動物；動物產品,法國,168,69,145.82,0.01
110,活動物；動物產品,迦納,145,70,133.34,0.01
110,活動物；動物產品,奈及利亞,132,71,-,0.01
110,活動物；動物產品,印度,120,72,-80.51,0.01
110,活動物；動物產品,象牙海岸,116,73,-88.02,0.01
110,活動物；動物產品,盧安達,111,74,-,0.01
110,活動物；動物產品,巴拿馬,101,75,-42.54,0.01
110,活動物；動物產品,葡萄牙,91,76,-73.5,0
110,活動物；動物產品,法羅群島,85,77,-,0
110,活動物；動物產品,土耳其,77,78,25.89,0
110,活動物；動物產品,捷克,76,79,214.13,0
110,活動物；動物產品,芬蘭,72,80,23.41,0
110,活動物；動物產品,柬埔寨,71,81,-48.36,0
110,活動物；動物產品,約旦,69,82,11.66,0
110,活動物；動物產品,巴基斯坦,52,83,181.35,0
110,活動物；動物產品,貝南,45,84,-,0
110,活動物；動物產品,幾內亞,43,85,-,0
110,活動物；動物產品,馬爾地夫,42,86,876.09,0
110,活動物；動物產品,匈牙利,30,87,-11.87,0
110,活動物；動物產品,大溪地,27,88,-,0
110,活動物；動物產品,伊拉克,19,89,-28.11,0
110,活動物；動物產品,奧地利,18,90,-2.06,0
110,活動物；動物產品,智利,17,91,40.45,0
110,活動物；動物產品,烏茲別克,12,92,-24.71,0
110,活動物；動物產品,萬那杜,9,93,-,0
110,活動物；動物產品,塞內加爾,5,94,-97.24,0
110,活動物；動物產品,愛爾蘭,3,95,-,0
110,活動物；動物產品,馬利,3,96,-,0
110,活動物；動物產品,法屬玻里尼西亞,2,97,-96.24,0
110,活動物；動物產品,白俄羅斯,2,98,-57.97,0
110,活動物；動物產品,瑞士,0,99,-97.24,0
110,活動物；動物產品,多明尼加,0,100,-,0
110,活動物；動物產品,蒙古,0,101,-,0
110,活動物；動物產品,吐瓦魯,0,102,-57.66,0
110,毛皮及其製品,美國,139444,1,43.04,28.31
110,毛皮及其製品,越南,89829,2,6.23,18.24
110,毛皮及其製品,中國大陸,59674,3,12.3,12.12
110,毛皮及其製品,香港,49802,4,21.15,10.11
110,毛皮及其製品,日本,22301,5,13.61,4.53
110,毛皮及其製品,柬埔寨,11975,6,9,2.43
110,毛皮及其製品,印尼,11601,7,29.9,2.36
110,毛皮及其製品,德國,11593,8,24.95,2.35
110,毛皮及其製品,英國,9900,9,50.26,2.01
110,毛皮及其製品,孟加拉,9860,10,13.96,2
110,毛皮及其製品,菲律賓,7383,11,148.48,1.5
110,毛皮及其製品,荷蘭,7131,12,11.59,1.45
110,毛皮及其製品,緬甸,6956,13,-6.12,1.41
110,毛皮及其製品,義大利,5314,14,-17.52,1.08
110,毛皮及其製品,澳大利亞,4157,15,16.54,0.84
110,毛皮及其製品,瑞士,3851,16,72.57,0.78
110,毛皮及其製品,比利時,3740,17,-10.86,0.76
110,毛皮及其製品,泰國,3331,18,49.23,0.68
110,毛皮及其製品,法國,3110,19,63.8,0.63
110,毛皮及其製品,印度,2432,20,-38.03,0.49
110,毛皮及其製品,巴基斯坦,2356,21,188.84,0.48
110,毛皮及其製品,南韓,2343,22,9.43,0.48
110,毛皮及其製品,加拿大,2094,23,38.47,0.43
110,毛皮及其製品,新加坡,1997,24,7.71,0.41
110,毛皮及其製品,墨西哥,1722,25,163.62,0.35
110,毛皮及其製品,奧地利,1600,26,189.57,0.32
110,毛皮及其製品,馬來西亞,1414,27,1.22,0.29
110,毛皮及其製品,瑞典,1238,28,13.21,0.25
110,毛皮及其製品,波蘭,1222,29,114.14,0.25
110,毛皮及其製品,捷克,1184,30,309.16,0.24
110,毛皮及其製品,澳門,1016,31,314.88,0.21
110,毛皮及其製品,沙烏地阿拉伯,969,32,-32.02,0.2
110,毛皮及其製品,斯洛維尼亞,943,33,354.48,0.19
110,毛皮及其製品,西班牙,877,34,79.8,0.18
110,毛皮及其製品,紐西蘭,853,35,31.01,0.17
110,毛皮及其製品,丹麥,703,36,27.89,0.14
110,毛皮及其製品,阿拉伯聯合大公國,531,37,35.83,0.11
110,毛皮及其製品,希臘,495,38,56.61,0.1
110,毛皮及其製品,俄羅斯,367,39,12.48,0.07
110,毛皮及其製品,羅馬尼亞,323,40,66.75,0.07
